run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
9,4009,30,6140,0.0519365,37,33.575,38,173206
9,4009,32,6536,0.0519365,41,33.4,38,186444
9,4009,34,6932,0.0519365,41,32.745,37,199681
9,4009,36,7328,0.0519365,44,34.905,38,213412
9,4009,38,7724,0.0519365,44,36.72,41,227621
9,4009,40,8120,0.0519365,44,36.075,41,242013
9,4009,42,8516,0.0519365,44,38.77,42,257203
9,4009,44,8912,0.0519365,44,38.845,43,272382
9,4009,46,9308,0.0519365,44,39.085,44,287812
9,4009,48,9704,0.0519365,44,40.235,44,303302
9,4009,50,10100,0.0519365,44,39.92,44,318984
9,4009,52,10496,0.0519365,44,39.705,43,334873
9,4009,54,10892,0.0519365,44,39.85,44,350482
9,4009,56,11288,0.0519365,44,39.935,44,366219
9,4009,58,11684,0.0519365,44,40.39,44,382195
9,4009,60,12080,0.0519365,44,39.19,44,397942
9,4009,62,12476,0.0519365,46,40.07,44,413848
9,4009,64,12872,0.0519365,46,39.62,44,429624
9,4009,66,13268,0.0519365,46,40.23,44,445632
9,4009,68,13664,0.0519365,46,43.18,45.5,462384
9,4009,70,14060,0.0519365,46,40.825,45,478825
9,4009,72,14456,0.0519365,46,42.895,46,495826
9,4009,74,14852,0.0519365,46,40.79,45,512192
9,4009,76,15248,0.0519365,46,41.465,46,528605
9,4009,78,15644,0.0519365,46,42.965,46,545399
9,4009,80,16040,0.0519365,46,42.29,46,562267
9,4009,82,16436,0.0519361,52,43.295,46,579196
9,4009,84,16832,0.0519361,52,43.075,46,595830
9,4009,86,17228,0.0519361,52,45.9,48,613886
9,4009,88,17624,0.0519361,52,46.285,50,632108
9,4009,90,18020,0.0519361,52,46.965,51,650803
