run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
7,4007,6,1169,0.0537398,33,12.135,8,10576
7,4007,8,1481,0.0537398,33,13.24,8,13465
7,4007,10,1816,0.0537398,33,9.4,6,15834
7,4007,12,2150,0.053451,33,10.92,7.5,18370
7,4007,14,2470,0.0534221,33,12.005,9,21092
7,4007,16,2784,0.0534221,33,14.75,9.5,24449
7,4007,18,3111,0.0534221,41,15.33,10,28291
7,4007,20,3435,0.0534221,41,14.54,10.5,32054
7,4007,22,3761,0.0534221,41,14.575,11,35617
7,4007,24,4092,0.0534221,41,12.66,11,39200
7,4007,26,4397,0.0534221,41,13.815,11,42576
7,4007,28,4715,0.0529712,19,13.815,11,46152
7,4007,30,5031,0.0529712,19,15.565,11,49888
7,4007,32,5353,0.0529712,19,14.005,11,53508
7,4007,34,5664,0.0529712,19,13.865,11,56732
7,4007,36,5979,0.0529712,19,13.745,11,60209
7,4007,38,6284,0.0529712,19,16.455,13,63838
7,4007,40,6595,0.0529712,19,14.54,13.5,67693
7,4007,42,6897,0.0529712,19,12.315,12,71024
7,4007,44,7194,0.0529712,19,12.545,11,74143
7,4007,46,7490,0.0529712,19,12.56,11,76971
7,4007,48,7806,0.0529712,19,11.42,11,80097
7,4007,50,8112,0.0529712,19,11.99,11,83291
7,4007,52,8412,0.0529712,19,12.525,11,86502
7,4007,54,8705,0.0529712,19,11.85,11,89397
7,4007,56,8985,0.0529712,19,11.355,11,92007
7,4007,58,9286,0.0529712,19,11.965,11,95137
7,4007,60,9568,0.0529712,19,11.85,11,98004
7,4007,62,9875,0.0529712,19,10.505,10,100905
7,4007,64,10168,0.0529712,19,11.625,11,103788
7,4007,66,10460,0.0529712,19,11.905,11,106652
7,4007,68,10753,0.0529712,19,11.095,11,109399
7,4007,70,11042,0.0529712,19,12.12,11,112275
7,4007,72,11347,0.0529712,19,12.415,11,115495
7,4007,74,11639,0.0529712,19,12.41,12,118487
